ItemName,Function,adjacentFunc
$rs2fnews,"""[$rs2fbres] - [$rs2fbadj]""",['$rs2fbadj' '$rs2fbres']
$adjasst2,"""[$bwequal] - [$rettasst]""",['$bwequal' '$rettasst']
$rettasst,"""[$qebit] / (([$qasset] + [$qasset on PDQ-1] + [$qasset on PDQ-2] + [$qasset on PDQ-3] + [$qasset on PDQ-4]) / 5.0)""",['$qasset' '$qebit']
$ibTorp2,"""([$ibmnwest] - [$ibepsac2]) / [PRICE]""",['$ibepsac2' '$ibmnwest']
$cpintsy2,"""(([$tcrpt1] + [$tcrpt2]) / [SALE]) x 1000.0""",['$tcrpt1' '$tcrpt2']
$cpintsy3,"""(([$tcrpt1] + [$tcrpt2]) / [$tcrptRV])""",['$tcrpt1' '$tcrpt2' '$tcrptRV']
$tpTest1,"""([$ibmnwest] - [$ibepsac1]) / [PRICE]""",['$ibepsac1' '$ibmnwest']
$tcrptCE,"""([$tcrpt1] + [$tcrpt2]) / ([$ciqmcap2] x 1000000.0)""",['$ciqmcap2' '$tcrpt1' '$tcrpt2']
$bwacc,"""([$ciqNOA] - [$ciqNOA on PDQ-4]) / (([$ciqTA on PDQ-4] + [$ciqTA on PDQ-3] + [$ciqTA on PDQ-2] + [$ciqTA on PDQ-1] + [$ciqTA]) / 5.0)""",['$ciqNOA' '$ciqTA']
$cforoa,"""[$ciqCFO] / (([$ciqTA on PDQ-4] + [$ciqTA on PDQ-3] + [$ciqTA on PDQ-2] + [$ciqTA on PDQ-1] + [$ciqTA]) / 5.0)""",['$ciqCFO' '$ciqTA']
$cshflroa,"""[$opcshflw] / (([$ciqTA on PDQ-4] + [$ciqTA on PDQ-3] + [$ciqTA on PDQ-2] + [$ciqTA on PDQ-1] + [$ciqTA]) / 5.0)""",['$ciqTA' '$opcshflw']
$accexfin,"""([$NOAfin] - [$NOAfin on PDQ-4]) / (([$ciqTA on PDQ-4] + 0.0 + [$ciqTA on PDQ-2] + [$ciqTA on PDQ-1] + [$ciqTA]) / 5.0)""",['$NOAfin' '$ciqTA']
$ab1gnews,"""[$rs02bres] - [$ab1gbadj]""",['$ab1gbadj' '$rs02bres']
$ab1gnew2,"""[$ab1gbres] - [$rs02badj]""",['$ab1gbres' '$rs02badj']
$gd1ef100,"""[$nd1ef100] | [$ed1ef100] | [$jd1ef100] | [$pd1ef100] | [$md1ef100]""",['$ed1ef100' '$jd1ef100' '$md1ef100' '$nd1ef100' '$pd1ef100']
$chgccc,"""([$ciqccc] - [$ciqccc on PDQ-4]) / abs([$ciqccc on PDQ-4])""",['$ciqccc']
$micshflp,"""[$MIcshfl] / [$MImcap2]""",['$MIcshfl' '$MImcap2']
$bwccc,"""[$ciqccc] / [$ciqTA]""",['$ciqTA' '$ciqccc']
$esgMatWd,"""([$esgmatMI] - ([$esgmatMI mean within portfolio: MSWORLD INDEX] - [$gl1ifcst mean within portfolio: MSWORLD INDEX])) x ([$gl1ifcst stddev within portfolio: MSWORLD INDEX] / [$esgmatMI stddev within portfolio: MSWORLD INDEX])""",['$esgmatMI' '$gl1ifcst']
$esgMatEM,"""([$esgmatMI] - ([$esgmatMI mean within portfolio: MEMERGEF INDEX] - [$gl1ifcst mean within portfolio: MEMERGEF INDEX])) x ([$gl1ifcst stddev within portfolio: MEMERGEF INDEX] / [$esgmatMI stddev within portfolio: MEMERGEF INDEX])""",['$esgmatMI' '$gl1ifcst']
$esgMatW2,"""if(screen($esgMatWd <> N.A.),[$esgMatWd],[$esgMSCIW])""",['$esgMSCIW' '$esgMatWd']
$esgMatUS,"""([$esgmatMI] - ([$esgmatMI mean within portfolio: MSUS INDEX] - [$gl1ifcst mean within portfolio: MSUS INDEX])) x ([$gl1ifcst stddev within portfolio: MSUS INDEX] / [$esgmatMI stddev within portfolio: MSUS INDEX])""",['$esgmatMI' '$gl1ifcst']
$esgMatE2,"""if(screen($esgMatEM <> N.A.),[$esgMatEM],[$esgMSCIE])""",['$esgMSCIE' '$esgMatEM']
$esgMSCIU,"""([$cesgind] - ([$cesgind mean within portfolio: MSUS INDEX] - [$gl1ifcst mean within portfolio: MSUS INDEX])) x ([$gl1ifcst stddev within portfolio: MSUS INDEX] / [$cesgind stddev within portfolio: MSUS INDEX])""",['$cesgind' '$gl1ifcst']
$gd1efv4z,"""[$nd1edv4z] | [$ed1edv4z] | [$jd1edv4z] | [$pd1edv4z] | [$md1edv4z]""",['$ed1edv4z' '$jd1edv4z' '$md1edv4z' '$nd1edv4z' '$pd1edv4z']
$esgMSCIW,"""([$cesgind] - ([$cesgind mean within portfolio: MSWORLD INDEX] - [$gl1ifcst mean within portfolio: MSWORLD INDEX])) x ([$gl1ifcst stddev within portfolio: MSWORLD INDEX] / [$cesgind stddev within portfolio: MSWORLD INDEX])""",['$cesgind' '$gl1ifcst']
$esgMSCIE,"""([$cesgind] - ([$cesgind mean within portfolio: MEMERGEF INDEX] - [$gl1ifcst mean within portfolio: MEMERGEF INDEX])) x ([$gl1ifcst stddev within portfolio: MEMERGEF INDEX] / [$cesgind stddev within portfolio: MEMERGEF INDEX])""",['$cesgind' '$gl1ifcst']
$esgMatU2,"""if(screen($esgMatUS <> N.A.),[$esgMatUS],[$esgMSCIU])""",['$esgMSCIU' '$esgMatUS']
$dayE2Lag,"""[$dayResE2 on PDD-1]""",['$dayResE2']
$rs2dnews,"""[$rs02dres] - [$rs02dadj]""",['$rs02dadj' '$rs02dres']
$rs2dlag,"""[$rs2dnews on PDD-1]""",['$rs2dnews']
$emmlmsec,""" MSSECT = FINA & MSSUBIND <> REMD,DIVR,HLTR,HOTR,INDR,OFCR,REDV,REIT,REOC,RESV,RESR,RETR,SPCR""",[]
$emmlmsc4,""" MSSECT = FINA & MSSUBIND <> REMD,DIVR,HLTR,HOTR,INDR,OFCR,REDV,REIT,REOC,RESV,RESR,RETR,SPCR""",[]
$gd1edv4z,"""[$nd1edv4z] | [$ed1edv4z] | [$jd1edv4z] | [$pd1edv4z] | [$md1edv4z]""",['$ed1edv4z' '$jd1edv4z' '$md1edv4z' '$nd1edv4z' '$pd1edv4z']
$price0,"""[PRICE on PDD-1]""",[]
$mg2bfcst,"""[$mn2bfcst] | [$me2bfcst] | [$mp2bfcst] | [$mj2bfcst] | [$mm2bfcst]""",['$me2bfcst' '$mj2bfcst' '$mm2bfcst' '$mn2bfcst' '$mp2bfcst']
$mg2bDA,"""[$mn2bDA] | [$me2bDA] | [$mp2bDA] | [$mj2bDA] | [$mm2bDA]""",['$me2bDA' '$mj2bDA' '$mm2bDA' '$mn2bDA' '$mp2bDA']
$mg2bDDR,"""[$mn2bDDR] | [$me2bDDR] | [$mp2bDDR] | [$mj2bDDR] | [$mm2bDDR]""",['$me2bDDR' '$mj2bDDR' '$mm2bDDR' '$mn2bDDR' '$mp2bDDR']
$mg2bRES,"""[$mn2bRES] | [$me2bRES] | [$mp2bRES] | [$mj2bRES] | [$mm2bRES]""",['$me2bRES' '$mj2bRES' '$mm2bRES' '$mn2bRES' '$mp2bRES']
$mg2bARM,"""[$mn2bARM] | [$me2bARM] | [$mp2bARM] | [$mj2bARM] | [$mm2bARM]""",['$me2bARM' '$mj2bARM' '$mm2bARM' '$mn2bARM' '$mp2bARM']
$mg2bf100,"""[$mg2bfcst] x 100.0""",['$mg2bfcst']
$mg2bL100,"""[$mg2bf100 on PDD-1]""",['$mg2bf100']
$cesgGPil,"""[$cesggp] x ([$cesggpw] / 100.0)""",['$cesggp' '$cesggpw']
$6moDDRch,"""[$qaddr06] - [$qaddr06 on PDM-6]""",['$qaddr06']
$1yrDDRch,"""[$qaddr06] - [$qaddr06 on PDM-12]""",['$qaddr06']
$tcoe2,"""([$tcrpt1] + [$tcrpt2]) x ([MKVAL] / ([$ciqmcap2] x 1000.0))""",['$ciqmcap2' '$tcrpt1' '$tcrpt2']
$GMom12,"""[$rs02tfun] / [$rs02tfun on PDM-12]""",['$rs02tfun']
$BMom12,"""100.0 x (([$rs02tres] / [$rs02tres on PDM-12]) - 1.0)""",['$rs02tres']
$NMom12,"""[$rs02tadj] / [$rs02tadj on PDM-12]""",['$rs02tadj']
$goodBadM,"""([$GMom12] x [$NMom12]) / ([$BMom12] / [$NMom12])""",['$BMom12' '$GMom12' '$NMom12']
$bwexl4a,"""[$bwexl4] / (([$ciqTA on PDQ-4] + [$ciqTA on PDQ-3] + [$ciqTA on PDQ-2] + [$ciqTA on PDQ-1] + [$ciqTA]) / 5.0)""",['$bwexl4' '$ciqTA']
$topARM,"""if(screen($wsm_armF > portfolio median),[$wsm_armF],[$wsm_armF median within portfolio])""",['$wsm_armF']
$lowEQ,"""if(screen($wsm_eqrf > portfolio median),[$wsm_eqrf median within portfolio],[$wsm_eqrf])""",['$wsm_eqrf']
$HarmLeq,"""[$topARM] + [$lowEQ]""",['$lowEQ' '$topARM']
$ArmEq,"""[$wsm_armF] + [$wsm_eqrf]""",['$wsm_armF' '$wsm_eqrf']
$aadjato,"""[$nadjato] | [$eadjato] | [$jadjato] | [$padjato] | [$madjato]""",['$eadjato' '$jadjato' '$madjato' '$nadjato' '$padjato']
$cag14sl,"""[$ng3stmom on PDD-1]""",['$ng3stmom']
$BNmom12,"""[$BMom12] / [$NMom12]""",['$BMom12' '$NMom12']
$m12mbn12,"""[$g1yrmom3] - (([$BNmom12] - 1.0) x 100.0)""",['$BNmom12' '$g1yrmom3']
$cag14sl2,"""[$ng3stmom on PDD-5]""",['$ng3stmom']
$sqrtwrld,"""sqrt([PMKVAL in MSWORLD INDEX])""",[]
$bb3iSf2Y,"""12.0 x [$bb3iScf2]""",['$bb3iScf2']
$aadjato2,"""[$nadjato2] | [$eadjato2] | [$jadjato2] | [$padjato2] | [$madjato2]""",['$eadjato2' '$jadjato2' '$madjato2' '$nadjato2' '$padjato2']
$itgqn3w4,"""[$ITs6503a] | [$IT6503ap]""",['$IT6503ap' '$ITs6503a']
$imqnp4,"""[$itgqn3w4] | [$itgqn3w4 on PDD-5] | [$itgqn3w4 on PDD-10] | [$itgqn3w4 on PDD-15] | [$itgqn3w4 on PDD-20] | [$ITs6503a high within portfolio: IMIUNIV]""",['$ITs6503a' '$itgqn3w4']
$imqnp4w,"""if(screen($imqnp4 > 20000),20000.0,if(screen($imqnp4 < 0),[$imqnp4 mean within portfolio: IMIUNIV],[$imqnp4]))""",['$imqnp4']
$imqn4all,"""[$imqnp4w] / sqrt([PRICE])""",['$imqnp4w']
$FunMo1w,"""100.0 x (([$rs02tfun] / [$rs02tfun on PDD-5]) x ([$rs02tadj] / [$rs02tadj on PDD-5]) - 1.0)""",['$rs02tadj' '$rs02tfun']
$FunMo4d,"""100.0 x (([$rs02tfun] / [$rs02tfun on PDD-4]) x ([$rs02tadj] / [$rs02tadj on PDD-4]) - 1.0)""",['$rs02tadj' '$rs02tfun']
$funMo1d,"""100.0 x (([$rs02tfun] / [$rs02tfun on PDD-1]) x ([$rs02tadj] / [$rs02tadj on PDD-1]) - 1.0)""",['$rs02tadj' '$rs02tfun']
$funmo4d1,"""[$FunMo4d on PDD-1]""",['$FunMo4d']
$BMo1w,"""100.0 x (([$rs02tres] / [$rs02tres on PDD-5]) / ([$rs02tadj] / [$rs02tadj on PDD-5]) - 1.0)""",['$rs02tadj' '$rs02tres']
$BMo4d1,"""100.0 x (([$rs02tres on PDD-1] / [$rs02tres on PDD-5]) / ([$rs02tadj on PDD-1] / [$rs02tadj on PDD-5]) - 1.0)""",['$rs02tadj' '$rs02tres']
$BMo1d,"""100.0 x (([$rs02tres] / [$rs02tres on PDD-1]) / ([$rs02tadj] / [$rs02tadj on PDD-1]) - 1.0)""",['$rs02tadj' '$rs02tres']
$sqrtmsus,"""sqrt([PMKVAL in MSUS INDEX])""",[]
$itgqn3w5,"""[$ITs6503b] | [$IT6503bp]""",['$IT6503bp' '$ITs6503b']
$imqnp5,"""[$itgqn3w5] | [$itgqn3w5 on PDD-5] | [$itgqn3w5 on PDD-10] | [$itgqn3w5 on PDD-15] | [$itgqn3w5 on PDD-20] | [$ITs6503b high within portfolio: IMIUNIV]""",['$ITs6503b' '$itgqn3w5']
$imqnp5w,"""if(screen($imqnp5 > 20000),20000.0,if(screen($imqnp5 < 0),[$imqnp5 mean within portfolio: IMIUNIV],[$imqnp5]))""",['$imqnp5']
$imqn5all,"""[$imqnp5w] / [PRICE]""",['$imqnp5w']
$abtest01,"""0.0""",[]
$BMo1m,"""100.0 x (([$rs02tres] / [$rs02tres on PDM-1]) / ([$rs02tadj] / [$rs02tadj on PDM-1]) - 1.0)""",['$rs02tadj' '$rs02tres']
$imqn6all,"""[$imqnp6w] / sqrt([PRICE])""",['$imqnp6w']
$BMo3m,"""100.0 x (([$rs02tres] / [$rs02tres on PDM-3]) / ([$rs02tadj] / [$rs02tadj on PDM-3]) - 1.0)""",['$rs02tadj' '$rs02tres']
$BMo6m,"""100.0 x (([$rs02tres] / [$rs02tres on PDM-6]) / ([$rs02tadj] / [$rs02tadj on PDM-6]) - 1.0)""",['$rs02tadj' '$rs02tres']
$BMo12m,"""100.0 x (([$rs02tres] / [$rs02tres on PDM-12]) / ([$rs02tadj] / [$rs02tadj on PDM-12]) - 1.0)""",['$rs02tadj' '$rs02tres']
$BMo12m1,"""100.0 x (([$rs02tres on PDM-1] / [$rs02tres on PDM-12]) / ([$rs02tadj on PDM-1] / [$rs02tadj on PDM-12]) - 1.0)""",['$rs02tadj' '$rs02tres']
$GMo1m,"""100.0 x (([$rs02tfun] / [$rs02tfun on PDM-1]) x ([$rs02tadj] / [$rs02tadj on PDM-1]) - 1.0)""",['$rs02tadj' '$rs02tfun']
$GMo3m,"""100.0 x (([$rs02tfun] / [$rs02tfun on PDM-3]) x ([$rs02tadj] / [$rs02tadj on PDM-3]) - 1.0)""",['$rs02tadj' '$rs02tfun']
$GMo6m,"""100.0 x (([$rs02tfun] / [$rs02tfun on PDM-6]) x ([$rs02tadj] / [$rs02tadj on PDM-6]) - 1.0)""",['$rs02tadj' '$rs02tfun']
$GMo12m,"""100.0 x (([$rs02tfun] / [$rs02tfun on PDM-12]) x ([$rs02tadj] / [$rs02tadj on PDM-12]) - 1.0)""",['$rs02tadj' '$rs02tfun']
$GMo12m1,"""100.0 x (([$rs02tfun on PDM-1] / [$rs02tfun on PDM-12]) x ([$rs02tadj on PDM-1] / [$rs02tadj on PDM-12]) - 1.0)""",['$rs02tadj' '$rs02tfun']
$shsopric,"""[PRICE] x (([SHSO] - [SHSO on PDY-1]) / [SHSO on PDY-1])""",[]
$shsoxpri,"""if(screen($shsoAdj <> N.A.),[$shsoAdj],if(screen(SHSO on PDY-1 = 1),0.0,log([SHSO] / [SHSO on PDY-1]))) x ([PRICE])""",['$shsoAdj']
$ag1sfcst,"""[$gl1jfcst] | [$gi7afcst]""",['$gi7afcst' '$gl1jfcst']
$g14bfcst,"""[$gl1jfcst] | [$ime7fcst]""",['$gl1jfcst' '$ime7fcst']
$tktUAE,"""if(screen(COUNTRY = UAE),150.0,0.0)""",[]
$tktBRAZ,"""if(screen(COUNTRY = BRAZL),25.0,0.0)""",[]
$tktCHILE,"""if(screen(COUNTRY = CHILE),30.0,0.0)""",[]
$tktCHINA,"""if(screen(COUNTRY = CHINA),65.0,0.0)""",[]
$tktCOLOM,"""if(screen(COUNTRY = COLOM),100.0,0.0)""",[]
$tktCZECH,"""if(screen(COUNTRY = CZECH),50.0,0.0)""",[]
$tktGREEC,"""if(screen(COUNTRY = GREEC),25.0,0.0)""",[]
$tktHUNGR,"""if(screen(COUNTRY = HUNGR),65.0,0.0)""",[]
$tktINDON,"""if(screen(COUNTRY = INDON),35.0,0.0)""",[]
$tktIND,"""if(screen(COUNTRY = INDIA),65.0,0.0)""",[]
$tktKOREA,"""if(screen(COUNTRY = KOREA),25.0,0.0)""",[]
$tktMEXIC,"""if(screen(COUNTRY = MEXIC),15.0,0.0)""",[]
$tktMALAY,"""if(screen(COUNTRY = MALAY),25.0,0.0)""",[]
$tktPHILI,"""if(screen(COUNTRY = PHILI),35.0,0.0)""",[]
$tktPOLND,"""if(screen(COUNTRY = POLND),35.0,0.0)""",[]
$tktQATAR,"""if(screen(COUNTRY = QATAR),150.0,0.0)""",[]
$tktRUSSI,"""if(screen(COUNTRY = RUSSI),100.0,0.0)""",[]
$tktTHAI,"""if(screen(COUNTRY = THAI),35.0,0.0)""",[]
$tktTURKY,"""if(screen(COUNTRY = TURKY),25.0,0.0)""",[]
$tktTAIWN,"""if(screen(COUNTRY = TAIWN),50.0,0.0)""",[]
$tktSAFR,"""if(screen(COUNTRY = SAFR),30.0,0.0)""",[]
$tktARGEN,"""if(screen(COUNTRY = ARGEN),50.0,0.0)""",[]
$tktPERU,"""if(screen(COUNTRY = PERU),90.0,0.0)""",[]
$tktVENEZ,"""if(screen(COUNTRY = VENEZ),150.0,0.0)""",[]
$tktSRILA,"""if(screen(COUNTRY = SRILA),150.0,0.0)""",[]
$tktEGYPT,"""if(screen(COUNTRY = EGYPT),50.0,0.0)""",[]
$tktISRAL,"""if(screen(COUNTRY = ISRAL),40.0,0.0)""",[]
$tktJORDN,"""if(screen(COUNTRY = JORDN),150.0,0.0)""",[]
$tktMOROC,"""if(screen(COUNTRY = MOROC),100.0,0.0)""",[]
$tktPAKIS,"""if(screen(COUNTRY = PAKIS),150.0,0.0)""",[]
$tktUSA,"""if(screen(COUNTRY = US),3.0,0.0)""",[]
$tktHONGK,"""if(screen(COUNTRY = HONGK),25.0,0.0)""",[]
$tktchg,"""[$tktARGEN] + [$tktBRAZ] + [$tktCHILE] + [$tktCHINA] + [$tktCOLOM] + [$tktCZECH] + [$tktEGYPT] + [$tktGREEC] + [$tktHONGK] + [$tktHUNGR] + [$tktIND] + [$tktINDON] + [$tktISRAL] + [$tktJORDN] + [$tktKOREA] + [$tktMALAY] + [$tktMEXIC] + [$tktMOROC] + [$tktPAKIS] + [$tktPERU] + [$tktPHILI] + [$tktPOLND] + [$tktQATAR] + [$tktRUSSI] + [$tktSAFR] + [$tktSRILA] + [$tktTAIWN] + [$tktTHAI] + [$tktTURKY] + [$tktUAE] + [$tktUSA] + [$tktVENEZ] + [$tktUK]""","['$tktARGEN' '$tktBRAZ' '$tktCHILE' '$tktCHINA' '$tktCOLOM' '$tktCZECH'
 '$tktEGYPT' '$tktGREEC' '$tktHONGK' '$tktHUNGR' '$tktIND' '$tktINDON'
 '$tktISRAL' '$tktJORDN' '$tktKOREA' '$tktMALAY' '$tktMEXIC' '$tktMOROC'
 '$tktPAKIS' '$tktPERU' '$tktPHILI' '$tktPOLND' '$tktQATAR' '$tktRUSSI'
 '$tktSAFR' '$tktSRILA' '$tktTAIWN' '$tktTHAI' '$tktTURKY' '$tktUAE'
 '$tktUK' '$tktUSA' '$tktVENEZ']"
$tktUK,"""if(screen(COUNTRY = UK),10.0,0.0)""",[]
$NMo1d,"""([$rs02tadj] / [$rs02tadj on PDD-1] - 1.0) x 100.0""",['$rs02tadj']
$GMo1d,"""([$rs02tfun] / [$rs02tfun on PDD-1] - 1.0) x 100.0""",['$rs02tfun']
$ddr06Sc1,"""100.0 x [$qaddr06]""",['$qaddr06']
$fwdARM5d,"""[$WSM_ARMG on PDD5]""",['$WSM_ARMG']
$shsopri2,"""if(screen($shsoAdj <> N.A.),[$shsoAdj],if(screen(SHSO on PDY-1 = 1),0.0,(([SHSO] - [SHSO on PDY-1]) / [$ciqTA]) x [PRICE]))""",['$ciqTA' '$shsoAdj']
$cawsmarm,"""[$WSM_ARMG on PDM-1] - [$WSM_ARMG]""",['$WSM_ARMG']
$narDiv6,"""[$rs02news] / 6.0""",['$rs02news']
$nissmcp,"""if(screen($ciqcsi = N.A. & $ciqcsr = N.A.),0.0,(if(screen($ciqcsi = N.A.),0.0,[$ciqcsi]) + if(screen($ciqcsr = N.A.),0.0,[$ciqcsr]))) / [$realmcap]""",['$ciqcsi' '$ciqcsr' '$realmcap']
$gmCycEW,"""0.50 x [$bb3ifcst] + 0.50 x [$funMom2z]""",['$bb3ifcst' '$funMom2z']
$gmCyc280,"""0.80 x [$bb3ifcst] + 0.20 x [$funMom2z]""",['$bb3ifcst' '$funMom2z']
$itgqn3w6,"""[$itgs503] | [$itgs503p]""",['$itgs503' '$itgs503p']
$imqnp6,"""[$itgqn3w6] | [$itgqn3w6 on PDD-5] | [$itgqn3w6 on PDD-10] | [$itgqn3w6 on PDD-15] | [$itgqn3w6 on PDD-20] | [$itgs503 high within portfolio: IMIUNIV]""",['$itgqn3w6' '$itgs503']
$imqnp6w,"""if(screen($imqnp6 > 20000),20000.0,if(screen($imqnp6 < 0),[$imqnp6 mean within portfolio: IMIUNIV],[$imqnp6]))""",['$imqnp6']
$giaaltg,"""[$ginlltg] | [$ginsltg] | [$gielltg] | [$giesltg] | [$gijlltg] | [$gijsltg] | [$giplltg] | [$gipsltg] | [$gimlltg] | [$gimsltg]""","['$gielltg' '$giesltg' '$gijlltg' '$gijsltg' '$gimlltg' '$gimsltg'
 '$ginlltg' '$ginsltg' '$giplltg' '$gipsltg']"
$settlecy,"""if(screen( COUNTRY = CHINA & HOLDINGS in MSCAINCL INDEX > 0),0.0,if(screen( {COUNTRY = CHINA & HOLDINGS in MSCAINCL INDEX = 0} | COUNTRY = BRAZL,COLOM,JAPAN,MALAY,PHILI,QATAR,SAFR),3.0,2.0))""",[]
$esgmateu,"""([$esgmatMI] - ([$esgmatMI mean within portfolio: MEURO14 INDEX] - [$gl1jfcst mean within portfolio: MEURO14 INDEX])) x ([$gl1jfcst stddev within portfolio: MEURO14 INDEX] / [$esgmatMI stddev within portfolio: MEURO14 INDEX])""",['$esgmatMI' '$gl1jfcst']
$esgmscir,"""([$cesgind] - ([$cesgind mean within portfolio: MEURO14 INDEX] - [$gl1jfcst mean within portfolio: MEURO14 INDEX])) x ([$gl1jfcst stddev within portfolio: MEURO14 INDEX] / [$cesgind stddev within portfolio: MEURO14 INDEX])""",['$cesgind' '$gl1jfcst']
$esgmatr2,"""if(screen($esgmateu <> N.A.),[$esgmateu],[$esgmscir])""",['$esgmateu' '$esgmscir']
$EPSMmtm,"""100.0 x ([EPSY] - [EPSY on PDM-3]) / [EPSY on PDM-3]""",[]
$itgqn3w7,"""[$IT7503a] | [$IT7503ap]""",['$IT7503a' '$IT7503ap']
$imqnp7,"""[$itgqn3w7] | [$itgqn3w7 on PDD-5] | [$itgqn3w7 on PDD-10] | [$itgqn3w7 on PDD-15] | [$itgqn3w7 on PDD-20] | [$IT7503a high within portfolio: IMIUNIV]""",['$IT7503a' '$itgqn3w7']
$testrh,"""if(screen( {COUNTRY = ARMEN | COUNTRY = ARGEN}),0.008,0.0)""",[]
$imqnp7w,"""if(screen($imqnp7 > 20000),20000.0,if(screen($imqnp7 < 0),[$imqnp7 mean within portfolio: IMIUNIV],[$imqnp7]))""",['$imqnp7']
$imqn7all,"""[$imqnp7w] / sqrt([PRICE])""",['$imqnp7w']
$cmcstem,"""if(screen( {$cmregem = LATIN | $cmregem = EEURO | $cmregem = ASIA | $cmregem = MIDAF}),0.0008,0.0)""",['$cmregem']
$comcost,"""if(screen($cmemgrp = EMGRP),0.0008,if(screen($cmdevgrp = DEVEX),0.00040,if(screen($cmdevgrp = NAM),0.0004,0.0008)))""",['$cmdevgrp' '$cmemgrp']
$CarIntIA,"""[$cpintsy3] - [$cpintsy3 group: MSINDGRP median within portfolio: MACWRLDF INDEX]""",['$cpintsy3']
$CarIntCh,"""[$cpintsy3] - [$cpintsy3 on PDY-1]""",['$cpintsy3']
$CarIChIA,"""[$CarIntCh] - [$CarIntCh group: MSINDGRP median within portfolio: MACWRLDF INDEX]""",['$CarIntCh']
$MI3ymoma,"""if(screen(HOLDINGS in GINAUNIV > 0),[$IMI3ymoN],if(screen(HOLDINGS in GIEAUNIV > 0),[$IMI3ymoE],if(screen(HOLDINGS in GIJAUNIV > 0),[$IMI3ymoJ],if(screen(HOLDINGS in GIPAUNIV > 0),[$IMI3ymoP],[$IMI3ymoM]))))""",['$IMI3ymoE' '$IMI3ymoJ' '$IMI3ymoM' '$IMI3ymoN' '$IMI3ymoP']
$MIdisLev,"""[$MIdistre] + [$MIlever]""",['$MIdistre' '$MIlever']
$MIyield,"""if(screen(HOLDINGS in GIMAUNIV > 0),[$MSGRUYLD],[YIELD])""",['$MSGRUYLD']
$wfleapp1,"""[$gl1jfcst]""",['$gl1jfcst']
$wfleapp2,"""[$gl1jfcst]""",['$gl1jfcst']
$wfleapc1,"""[$gl1jfcst]""",['$gl1jfcst']
$wfleapc2,"""[$gl1jfcst]""",['$gl1jfcst']
$narDiv6a,"""[$rs02news] / -6.0""",['$rs02news']
$itgqn9w6,"""[$itg5039] | [$itg5039p]""",['$itg5039' '$itg5039p']
$imqnp69,"""[$itgqn9w6] | [$itgqn9w6 on PDD-5] | [$itgqn9w6 on PDD-10] | [$itgqn9w6 on PDD-15] | [$itgqn9w6 on PDD-20] | [$itg5039 high within portfolio: IMIUNIV]""",['$itg5039' '$itgqn9w6']
$imqnp69w,"""if(screen($imqnp69 > 20000),20000.0,if(screen($imqnp69 < 0),[$imqnp69 mean within portfolio: IMIUNIV],[$imqnp69]))""",['$imqnp69']
$imqn69al,"""[$imqnp69w] / sqrt([PRICE])""",['$imqnp69w']
$MIMcapTR,"""log([$MImcap2])""",['$MImcap2']
$mnround,"""if(screen($mnround1 = ROUND),[$EMround],1.0)""",['$EMround' '$mnround1']
$eqcombo,"""(0.5 x [$wsm_eqrf]) + (0.5 x [$ciqeqp82])""",['$ciqeqp82' '$wsm_eqrf']
$eqcombo2,"""((0.5 x [$wsm_eqrf]) + (0.5 x [$ciqeqp82])) | [$ciqeqp82] | [$wsm_eqrf]""",['$ciqeqp82' '$wsm_eqrf']
$IMI1ymo,"""if(screen(MOMENTUM = N.A.),[MOMENTUM group: MSINDGRP median within portfolio: GIASUNIV],[MOMENTUM])""",[]
$eqcombo3,"""((0.50 x [$ciqeqp10]) + (0.50 x [$wsm_eqrf])) | [$ciqeqp10] | [$wsm_eqrf]""",['$ciqeqp10' '$wsm_eqrf']
$imi1yTR,"""log([$IMI1ymo])""",['$IMI1ymo']
$ihswe4p,"""if(screen($ihswe4 = N.A.),[$ihswe4 group: $msSectr mean within portfolio: RUSS1000 INDEX],[$ihswe4])""",['$ihswe4' '$msSectr']
$iniactsh,"""1.0 / [$actshare sum within portfolio]""",['$actshare']
$itgqn3w8,"""[$IT7503b] | [$IT7503bp]""",['$IT7503b' '$IT7503bp']
$imqnp8,"""[$itgqn3w8] | [$itgqn3w8 on PDD-5] | [$itgqn3w8 on PDD-10] | [$itgqn3w8 on PDD-15] | [$itgqn3w8 on PDD-20] | [$IT7503b high within portfolio: IMIUNIV]""",['$IT7503b' '$itgqn3w8']
$imqnp8w,"""if(screen($imqnp8 > 20000),20000.0,if(screen($imqnp8 < 0),[$imqnp8 mean within portfolio: IMIUNIV],[$imqnp8]))""",['$imqnp8']
$imqn8all,"""[$imqnp8w] / [PRICE]""",['$imqnp8w']
$comboat,"""[$snlnint] | [$ciqat2]""",['$ciqat2' '$snlnint']
$rhtest,"""if(screen($cmemgrp = EMGRP),0.0008,if(screen($cmdevgrp = DEVEX),0.00040,if(screen($cmdevgrp = NAM),0.010 / [PRICE],0.0008)))""",['$cmdevgrp' '$cmemgrp']
$cmcostem,"""if(screen($cmemgrp1 = EMGRP),0.0008,if(screen($cmdvgrp1 = DEVEX),0.0004,if(screen($cmdvgrp1 = NAM),0.0004,0.0008)))""",['$cmdvgrp1' '$cmemgrp1']
$bmo1dlag,"""[$BMo1d on PDD-1]""",['$BMo1d']
$D51Bfcst,"""[$m51bfcst] | [$w51bfcst]""",['$m51bfcst' '$w51bfcst']
$narScWN,"""[$narScW3] x -1.0""",['$narScW3']
